DISPOSITIF,SEXE,MARQUE,CHEVILLE MIN,CHEVILLE MAX,MOLLET MIN,MOLLET MAX,CUISSE MIN,CUISSE MAX,HANCHE MAX,TAILLE,HAUTEUR MIN,HAUTEUR MAX,HAUTEUR,DENOMINATION
BAS,FEMME,JOBST,26,28,39,49,60,68,-,T6,71,1000,LONG,JOBST FEMME BAS TAILLE Long T6
BAS,FEMME,JOBST,18,20,26,27,36,42,-,T1,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T1 Morpho -
BAS,FEMME,JOBST,18,20,26,27,36,42,-,T1,71,1000,LONG,JOBST FEMME BAS TAILLE Long T1 Morpho -
BAS,FEMME,JOBST,20,22,28,29,38,44,-,T2,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T2 Morpho -
BAS,FEMME,JOBST,20,22,28,29,38,44,-,T2,71,1000,LONG,JOBST FEMME BAS TAILLE Long T2 Morpho -
BAS,FEMME,JOBST,22,24,30,32,43,48,-,T3,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T3 Morpho -
BAS,FEMME,JOBST,22,24,30,32,43,48,-,T3,71,1000,LONG,JOBST FEMME BAS TAILLE Long T3 Morpho -
BAS,FEMME,JOBST,24,26,33,34,45,52,-,T4,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T4 Morpho -
BAS,FEMME,JOBST,24,26,33,34,45,52,-,T4,71,1000,LONG,JOBST FEMME BAS TAILLE Long T4 Morpho -
BAS,FEMME,JOBST,26,28,35,36,49,55,-,T5,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T5 Morpho -
BAS,FEMME,JOBST,26,28,35,36,49,55,-,T5,71,1000,LONG,JOBST FEMME BAS TAILLE Long T5 Morpho -
BAS,FEMME,JOBST,26,28,37,38,53,59,-,T6,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T6 Morpho -
BAS,FEMME,JOBST,26,28,37,38,53,59,-,T6,71,1000,LONG,JOBST FEMME BAS TAILLE Long T6 Morpho -
BAS,FEMME,JOBST,18,20,35,37,49,57,-,T1,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T1 Morpho +
BAS,FEMME,JOBST,18,20,35,37,49,57,-,T1,71,1000,LONG,JOBST FEMME BAS TAILLE Long T1 Morpho +
BAS,FEMME,JOBST,20,22,38,40,53,62,-,T2,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T2 Morpho +
BAS,FEMME,JOBST,20,22,38,40,53,62,-,T2,71,1000,LONG,JOBST FEMME BAS TAILLE Long T2 Morpho +
BAS,FEMME,JOBST,22,24,41,43,57,67,-,T3,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T3 Morpho +
BAS,FEMME,JOBST,22,24,41,43,57,67,-,T3,71,1000,LONG,JOBST FEMME BAS TAILLE Long T3 Morpho +
BAS,FEMME,JOBST,24,26,44,46,61,72,-,T4,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T4 Morpho +
BAS,FEMME,JOBST,24,26,44,46,61,72,-,T4,71,1000,LONG,JOBST FEMME BAS TAILLE Long T4 Morpho +
BAS,FEMME,JOBST,26,28,47,49,65,77,-,T5,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T5 Morpho +
BAS,FEMME,JOBST,26,28,47,49,65,77,-,T5,71,1000,LONG,JOBST FEMME BAS TAILLE Long T5 Morpho +
BAS,FEMME,JOBST,26,28,50,52,69,81,-,T6,0,71,NORMAL,JOBST FEMME BAS TAILLE Normal T6 Morpho +
BAS,FEMME,JOBST,26,28,50,52,69,81,-,T6,71,1000,LONG,JOBST FEMME BAS TAILLE Long T6 Morpho +
BAS,FEMME,THUASNE,16,19,28,33,42,52,-,T0,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T0
BAS,FEMME,THUASNE,16,19,28,33,42,52,-,T0,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T0
BAS,FEMME,THUASNE,19,21,30,35,45,54,-,T1,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T1
BAS,FEMME,THUASNE,19,21,30,35,45,54,-,T1,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T1
BAS,FEMME,THUASNE,21,24,32,38,50,59,-,T2,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T2
BAS,FEMME,THUASNE,21,24,32,38,50,59,-,T2,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T2
BAS,FEMME,THUASNE,24,26,34,42,56,66,-,T3,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T3
BAS,FEMME,THUASNE,24,26,34,42,56,66,-,T3,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T3
BAS,FEMME,THUASNE,26,29,37,46,58,69,-,T4,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T4
BAS,FEMME,THUASNE,26,29,37,46,58,69,-,T4,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T4
BAS,FEMME,THUASNE,29,31,43,49,63,74,-,T5,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T5
BAS,FEMME,THUASNE,29,31,43,49,63,74,-,T5,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T5
BAS,FEMME,THUASNE,16,19,21,28,35,42,-,T0,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T0 Morpho-
BAS,FEMME,THUASNE,16,19,21,28,35,42,-,T0,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T0 Morpho-
BAS,FEMME,THUASNE,19,21,23,30,38,45,-,T1,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T1 Morpho-
BAS,FEMME,THUASNE,19,21,23,30,38,45,-,T1,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T1 Morpho-
BAS,FEMME,THUASNE,21,24,26,32,43,50,-,T2,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T2 Morpho-
BAS,FEMME,THUASNE,21,24,26,32,43,50,-,T2,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T2 Morpho-
BAS,FEMME,THUASNE,24,26,29,34,48,56,-,T3,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T3 Morpho-
BAS,FEMME,THUASNE,24,26,29,34,48,56,-,T3,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T3 Morpho-
BAS,FEMME,THUASNE,26,29,32,37,51,58,-,T4,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T4 Morpho-
BAS,FEMME,THUASNE,26,29,32,37,51,58,-,T4,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T4 Morpho-
BAS,FEMME,THUASNE,29,31,36,43,55,63,-,T5,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T5 Morpho-
BAS,FEMME,THUASNE,29,31,36,43,55,63,-,T5,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T5 Morpho-
BAS,FEMME,THUASNE,16,19,33,42,52,57,-,T0,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T0 Morpho+
BAS,FEMME,THUASNE,16,19,33,42,52,57,-,T0,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T0 Morpho+
BAS,FEMME,THUASNE,19,21,35,46,54,59,-,T1,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T1 Morpho+
BAS,FEMME,THUASNE,19,21,35,46,54,59,-,T1,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T1 Morpho+
BAS,FEMME,THUASNE,21,24,38,48,59,66,-,T2,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T2 Morpho+
BAS,FEMME,THUASNE,21,24,38,48,59,66,-,T2,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T2 Morpho+
BAS,FEMME,THUASNE,24,26,42,52,66,70,-,T3,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T3 Morpho+
BAS,FEMME,THUASNE,24,26,42,52,66,70,-,T3,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T3 Morpho+
BAS,FEMME,THUASNE,26,29,46,54,69,74,-,T4,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T4 Morpho+
BAS,FEMME,THUASNE,26,29,46,54,69,74,-,T4,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T4 Morpho+
BAS,FEMME,THUASNE,29,31,49,56,74,78,-,T5,0,74,NORMAL,THUASNE FEMME BAS TAILLE Normal T5 Morpho+
BAS,FEMME,THUASNE,29,31,49,56,74,78,-,T5,74,1000,LONG,THUASNE FEMME BAS TAILLE Long T5 Morpho+
BAS,HOMME,JOBST,18,20,28,34,43,48,-,T1,0,71,NORMAL,JOBST HOMME BAS TAILLE Normal T1
BAS,HOMME,JOBST,18,20,28,34,43,48,-,T1,71,1000,LONG,JOBST HOMME BAS TAILLE Long T1
BAS,HOMME,JOBST,20,22,30,37,45,52,-,T2,0,71,NORMAL,JOBST HOMME BAS TAILLE Normal T2
BAS,HOMME,JOBST,20,22,30,37,45,52,-,T2,71,1000,LONG,JOBST HOMME BAS TAILLE Long T2
BAS,HOMME,JOBST,22,24,33,40,49,56,-,T3,0,71,NORMAL,JOBST HOMME BAS TAILLE Normal T3
BAS,HOMME,JOBST,22,24,33,40,49,56,-,T3,71,1000,LONG,JOBST HOMME BAS TAILLE Long T3
BAS,HOMME,JOBST,24,26,35,43,53,60,-,T4,0,71,NORMAL,JOBST HOMME BAS TAILLE Normal T4
BAS,HOMME,JOBST,24,26,35,43,53,60,-,T4,71,1000,LONG,JOBST HOMME BAS TAILLE Long T4
BAS,HOMME,JOBST,26,28,37,46,56,64,-,T5,0,71,NORMAL,JOBST HOMME BAS TAILLE Normal T5
BAS,HOMME,JOBST,26,28,37,46,56,64,-,T5,71,1000,LONG,JOBST HOMME BAS TAILLE Long T5
BAS,HOMME,JOBST,28,30,39,49,60,68,-,T6,0,71,NORMAL,JOBST HOMME BAS TAILLE Normal T6
BAS,HOMME,JOBST,28,30,39,49,60,68,-,T6,71,1000,LONG,JOBST HOMME BAS TAILLE Long T6
BAS,HOMME,SIGVARIS,19,22,31,38,48,61,-,S,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal S
BAS,HOMME,SIGVARIS,19,22,31,38,48,61,-,S,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long 
BAS,HOMME,SIGVARIS,22,24,34,41,52,65,-,M,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal M
BAS,HOMME,SIGVARIS,22,24,34,41,52,65,-,M,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long M
BAS,HOMME,SIGVARIS,24,26,36,43,57,70,-,L,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal L
BAS,HOMME,SIGVARIS,24,26,36,43,57,70,-,L,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long L
BAS,HOMME,SIGVARIS,26,29,39,46,61,74,-,XL,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal XL
BAS,HOMME,SIGVARIS,26,29,39,46,61,74,-,XL,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long XL
BAS,HOMME,SIGVARIS,29,32,42,49,63,76,-,XXL,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal XXL
BAS,HOMME,SIGVARIS,29,32,42,49,63,76,-,XXL,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long XXL
BAS,HOMME,SIGVARIS,19,22,28,35,38,48,-,S,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal S Morpho-
BAS,HOMME,SIGVARIS,19,22,28,35,38,48,-,S,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long Morpho-
BAS,HOMME,SIGVARIS,22,24,31,38,42,52,-,M,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal M Morpho-
BAS,HOMME,SIGVARIS,22,24,31,38,42,52,-,M,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long M Morpho-
BAS,HOMME,SIGVARIS,24,26,33,40,47,57,-,L,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal L Morpho-
BAS,HOMME,SIGVARIS,24,26,33,40,47,57,-,L,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long L Morpho-
BAS,HOMME,SIGVARIS,26,29,36,43,51,61,-,XL,0,79,NORMAL,SIGVARIS HOMME BAS TAILLE Normal XL Morpho-
BAS,HOMME,SIGVARIS,26,29,36,43,51,61,-,XL,79,1000,LONG,SIGVARIS HOMME BAS TAILLE Long XL Morpho-
BAS,HOMME,DYNAVEN,19,22,32,39,46,57,-,S,0,79,NORMAL,DYNAVEN HOMME BAS TAILLE Normal S
BAS,HOMME,DYNAVEN,19,22,32,39,46,57,-,S,79,1000,LONG,DYNAVEN HOMME BAS TAILLE Long S
BAS,HOMME,DYNAVEN,22,24,35,42,50,61,-,M,0,79,NORMAL,DYNAVEN HOMME BAS TAILLE Normal M
BAS,HOMME,DYNAVEN,22,24,35,42,50,61,-,M,79,1000,LONG,DYNAVEN HOMME BAS TAILLE Long M
BAS,HOMME,DYNAVEN,24,26,38,45,54,66,-,L,0,79,NORMAL,DYNAVEN HOMME BAS TAILLE Normal L
BAS,HOMME,DYNAVEN,24,26,38,45,54,66,-,L,79,1000,LONG,DYNAVEN HOMME BAS TAILLE Long L
BAS,HOMME,DYNAVEN,26,29,41,48,58,69,-,XL,0,79,NORMAL,DYNAVEN HOMME BAS TAILLE Normal XL
BAS,HOMME,DYNAVEN,26,29,41,48,58,69,-,XL,79,1000,LONG,DYNAVEN HOMME BAS TAILLE Long XL
BAS,HOMME,ACTYS-LEGGER,19,22,32,39,47,57,-,T1,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T1
BAS,HOMME,ACTYS-LEGGER,19,22,32,39,47,57,-,T1,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T1
BAS,HOMME,ACTYS-LEGGER,22,25,33,40,52,62,-,T2,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T2
BAS,HOMME,ACTYS-LEGGER,22,25,33,40,52,62,-,T2,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T2
BAS,HOMME,ACTYS-LEGGER,25,28,34,41,57,67,-,T3,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T3
BAS,HOMME,ACTYS-LEGGER,25,28,34,41,57,67,-,T3,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T3
BAS,HOMME,ACTYS-LEGGER,28,31,37,44,62,72,-,T4,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T4
BAS,HOMME,ACTYS-LEGGER,28,31,37,44,62,72,-,T4,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T4
BAS,HOMME,ACTYS-LEGGER,19,22,32,39,42,47,-,T1,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T1 Morpho-
BAS,HOMME,ACTYS-LEGGER,19,22,32,39,42,47,-,T1,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T1 Morpho-
BAS,HOMME,ACTYS-LEGGER,22,25,33,40,47,52,-,T2,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T2 Morpho-
BAS,HOMME,ACTYS-LEGGER,22,25,33,40,47,52,-,T2,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T2 Morpho-
BAS,HOMME,ACTYS-LEGGER,25,28,34,41,52,57,-,T3,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T3 Morpho-
BAS,HOMME,ACTYS-LEGGER,25,28,34,41,52,57,-,T3,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T3 Morpho-
BAS,HOMME,ACTYS-LEGGER,28,31,37,44,57,62,-,T4,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T4 Morpho-
BAS,HOMME,ACTYS-LEGGER,28,31,37,44,57,62,-,T4,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T4 Morpho-
BAS,HOMME,ACTYS-LEGGER,19,22,39,46,57,67,-,T1,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T1 Morpho+
BAS,HOMME,ACTYS-LEGGER,19,22,39,46,57,67,-,T1,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T1 Morpho+
BAS,HOMME,ACTYS-LEGGER,22,25,40,47,62,72,-,T2,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T2 Morpho+
BAS,HOMME,ACTYS-LEGGER,22,25,40,47,62,72,-,T2,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T2 Morpho+
BAS,HOMME,ACTYS-LEGGER,25,28,41,48,67,77,-,T3,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T3 Morpho+
BAS,HOMME,ACTYS-LEGGER,25,28,41,48,67,77,-,T3,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T3 Morpho+
BAS,HOMME,ACTYS-LEGGER,28,31,44,51,72,82,-,T4,0,78,NORMAL,ACTYS-LEGGER HOMME BAS TAILLE Normal T4 Morpho+
BAS,HOMME,ACTYS-LEGGER,28,31,44,51,72,82,-,T4,78,1000,LONG,ACTYS-LEGGER HOMME BAS TAILLE Long T4 Morpho+
BAS,HOMME,RADIANTE,18,"21,5",29,36,44,53,-,T1,0,68,COURT,JOBST HOMME BAS TAILLE Court T1
BAS,HOMME,RADIANTE,18,"21,5",29,36,44,53,-,T1,68,78,MOYEN,JOBST HOMME BAS TAILLE Moyen T1
BAS,HOMME,RADIANTE,18,"21,5",29,36,44,53,-,T1,78,1000,LONG,JOBST HOMME BAS TAILLE Long T1
BAS,HOMME,RADIANTE,22,"24,5",29,40,47,58,-,T2,0,68,COURT,JOBST HOMME BAS TAILLE Court T2
BAS,HOMME,RADIANTE,22,"24,5",29,40,47,58,-,T2,68,78,MOYEN,JOBST HOMME BAS TAILLE Moyen T2
BAS,HOMME,RADIANTE,22,"24,5",29,40,47,58,-,T2,78,1000,LONG,JOBST HOMME BAS TAILLE Long T2
BAS,HOMME,RADIANTE,25,"26,5",33,44,52,63,-,T3,0,68,COURT,JOBST HOMME BAS TAILLE Court T3
BAS,HOMME,RADIANTE,25,"26,5",33,44,52,63,-,T3,68,78,MOYEN,JOBST HOMME BAS TAILLE Moyen T3
BAS,HOMME,RADIANTE,25,"26,5",33,44,52,63,-,T3,78,1000,LONG,"JOBST HOMME BAS TAILLE Long T3,"
BAS,HOMME,RADIANTE,27,"30,5",37,48,57,68,-,T4,0,68,COURT,JOBST HOMME BAS TAILLE Court T4
BAS,HOMME,RADIANTE,27,"30,5",37,48,57,68,-,T4,68,78,MOYEN,JOBST HOMME BAS TAILLE Moyen T4
BAS,HOMME,RADIANTE,27,"30,5",37,48,57,68,-,T4,78,1000,LONG,JOBST HOMME BAS TAILLE Long T4
BAS,HOMME,RADIANTE,31,34,41,48,63,70,-,T5,0,68,COURT,JOBST HOMME BAS TAILLE Court T5
BAS,HOMME,RADIANTE,31,34,41,48,63,70,-,T5,68,78,MOYEN,JOBST HOMME BAS TAILLE Moyen T5
BAS,HOMME,RADIANTE,31,34,41,48,63,70,-,T5,78,1000,LONG,JOBST HOMME BAS TAILLE Long T5
BAS,HOMME,THUASNE,19,21,30,35,45,54,-,T1,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T1
BAS,HOMME,THUASNE,19,21,30,35,45,54,-,T1,78,1000,LONG,THUASNE HOMME  BAS TAILLE Long T1
BAS,HOMME,THUASNE,21,24,32,38,50,59,-,T2,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T2
BAS,HOMME,THUASNE,21,24,32,38,50,59,-,T2,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T2
BAS,HOMME,THUASNE,24,26,34,42,56,66,-,T3,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T3
BAS,HOMME,THUASNE,24,26,34,42,56,66,-,T3,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T3
BAS,HOMME,THUASNE,26,29,37,46,58,69,-,T4,0,78,NORMAL,THUASNE HOMME  BAS TAILLE Normal T4
BAS,HOMME,THUASNE,26,29,37,46,58,69,-,T4,78,1000,LONG,THUASNE HOMME  BAS TAILLE Long T4
BAS,HOMME,THUASNE,29,31,43,49,63,74,-,T5,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T5
BAS,HOMME,THUASNE,29,31,43,49,63,74,-,T5,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T5
BAS,HOMME,THUASNE,19,21,23,30,38,45,-,T1,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T1 Morpho-
BAS,HOMME,THUASNE,19,21,23,30,38,45,-,T1,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T1 Morpho-
BAS,HOMME,THUASNE,21,24,26,32,43,50,-,T2,0,78,NORMAL,THUASNE HOMME  BAS TAILLE Normal T2 Morpho-
BAS,HOMME,THUASNE,21,24,26,32,43,50,-,T2,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T2 Morpho-
BAS,HOMME,THUASNE,24,26,29,34,48,56,-,T3,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T3 Morpho-
BAS,HOMME,THUASNE,24,26,29,34,48,56,-,T3,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T3 Morpho-
BAS,HOMME,THUASNE,26,29,32,37,51,58,-,T4,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T4 Morpho-
BAS,HOMME,THUASNE,26,29,32,37,51,58,-,T4,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T4 Morpho-
BAS,HOMME,THUASNE,29,31,36,43,55,63,-,T5,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T5 Morpho-
BAS,HOMME,THUASNE,29,31,36,43,55,63,-,T5,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T5 Morpho-
BAS,HOMME,THUASNE,19,21,35,46,54,59,-,T1,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T1 Morpho+
BAS,HOMME,THUASNE,19,21,35,46,54,59,-,T1,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T1 Morpho+
BAS,HOMME,THUASNE,21,24,38,48,59,66,-,T2,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T2 Morpho+
BAS,HOMME,THUASNE,21,24,38,48,59,66,-,T2,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T2 Morpho+
BAS,HOMME,THUASNE,24,26,42,52,66,70,-,T3,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T3 Morpho+
BAS,HOMME,THUASNE,24,26,42,52,66,70,-,T3,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T3 Morpho+
BAS,HOMME,THUASNE,26,29,46,54,69,74,-,T4,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T4 Morpho+
BAS,HOMME,THUASNE,26,29,46,54,69,74,-,T4,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T4 Morpho+
BAS,HOMME,THUASNE,29,31,49,56,74,78,-,T5,0,78,NORMAL,THUASNE HOMME BAS TAILLE Normal T5 Morpho+
BAS,HOMME,THUASNE,29,31,49,56,74,78,-,T5,78,1000,LONG,THUASNE HOMME BAS TAILLE Long T5 Morpho+
CHAUSSETTES,FEMME,SIGVARIS,17,19,27,35,-,-,-,XS,0,40,NORMAL,SIGVARIS FEMME CHAUSSETTES TAILLE Normal XS
