DISPOSITIF,SEXE,MARQUE,CHEVILLE MIN,CHEVILLE MAX,MOLLET MIN,MOLLET MAX,CUISSE MIN,CUISSE MAX,HANCHE MAX,TAILLE,HAUTEUR MIN,HAUTEUR MAX,HAUTEUR,DENOMINATION
CHAUSSETTES,HOMME,ACTYS-LEGGER,28,31,44,51,-,-,-,T4,41,1000,LONG,ACTYS-LEGGER HOMME CHAUSSETTES TAILLE Long T4 Morpho+
CHAUSSETTES,HOMME,THUASNE,19,21,30,35,-,-,-,T1,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T1
CHAUSSETTES,HOMME,THUASNE,19,21,30,35,-,-,-,T1,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T1
CHAUSSETTES,HOMME,THUASNE,21,24,32,38,-,-,-,T2,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T2
CHAUSSETTES,HOMME,THUASNE,21,24,32,38,-,-,-,T2,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T2
CHAUSSETTES,HOMME,THUASNE,24,26,34,42,-,-,-,T3,0,44,NORMAL,THUASNE HOMME ME CHAUSSETTES TAILLE Normal T3
CHAUSSETTES,HOMME,THUASNE,24,26,34,42,-,-,-,T3,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T3
CHAUSSETTES,HOMME,THUASNE,26,29,37,46,-,-,-,T4,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T4
CHAUSSETTES,HOMME,THUASNE,26,29,37,46,-,-,-,T4,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T4
CHAUSSETTES,HOMME,THUASNE,29,31,43,49,-,-,-,T5,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T5
CHAUSSETTES,HOMME,THUASNE,29,31,43,49,-,-,-,T5,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T5
CHAUSSETTES,HOMME,THUASNE,19,21,23,30,-,-,-,T1,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T1 Morpho-
CHAUSSETTES,HOMME,THUASNE,19,21,23,30,-,-,-,T1,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T1 Morpho-
CHAUSSETTES,HOMME,THUASNE,21,24,26,32,-,-,-,T2,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T2 Morpho-
CHAUSSETTES,HOMME,THUASNE,21,24,26,32,-,-,-,T2,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T2 Morpho-
CHAUSSETTES,HOMME,THUASNE,24,26,29,34,-,-,-,T3,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T3 Morpho-
CHAUSSETTES,HOMME,THUASNE,24,26,29,34,-,-,-,T3,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T3 Morpho-
CHAUSSETTES,HOMME,THUASNE,26,29,32,37,-,-,-,T4,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T4 Morpho-
CHAUSSETTES,HOMME,THUASNE,26,29,32,37,-,-,-,T4,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T4 Morpho-
CHAUSSETTES,HOMME,THUASNE,29,31,36,43,-,-,-,T5,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T5 Morpho-
CHAUSSETTES,HOMME,THUASNE,29,31,36,43,-,-,-,T5,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T5 Morpho-
CHAUSSETTES,HOMME,THUASNE,19,21,35,46,-,-,-,T1,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T1 Morpho+
CHAUSSETTES,HOMME,THUASNE,19,21,35,46,-,-,-,T1,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T1 Morpho+
CHAUSSETTES,HOMME,THUASNE,21,24,38,48,-,-,-,T2,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T2 Morpho+
CHAUSSETTES,HOMME,THUASNE,21,24,38,48,-,-,-,T2,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T2 Morpho+
CHAUSSETTES,HOMME,THUASNE,24,26,42,52,-,-,-,T3,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T3 Morpho+
CHAUSSETTES,HOMME,THUASNE,24,26,42,52,-,-,-,T3,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T3 Morpho+
CHAUSSETTES,HOMME,THUASNE,26,29,46,54,-,-,-,T4,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T4 Morpho+
CHAUSSETTES,HOMME,THUASNE,26,29,46,54,-,-,-,T4,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T4 Morpho+
CHAUSSETTES,HOMME,THUASNE,29,31,49,56,-,-,-,T5,0,44,NORMAL,THUASNE HOMME CHAUSSETTES TAILLE Normal T5 Morpho+
CHAUSSETTES,HOMME,THUASNE,29,31,49,56,-,-,-,T5,44,1000,LONG,THUASNE HOMME CHAUSSETTES TAILLE Long T5 Morpho+
COLLANT,FEMME,SIGVARIS,19,22,30,38,45,58,100,S,0,75,NORMAL,SIGVARIS FEMME COLLANT TAILLE Normal S
COLLANT,FEMME,SIGVARIS,19,22,30,38,45,58,100,S,75,1000,LONG,SIGVARIS FEMME COLLANT TAILLE Long S
COLLANT,FEMME,SIGVARIS,22,24,33,41,49,62,107,M,0,75,NORMAL,SIGVARIS FEMME COLLANT TAILLE Normal M
COLLANT,FEMME,SIGVARIS,22,24,33,41,49,62,107,M,75,1000,LONG,SIGVARIS FEMME COLLANT TAILLE Long M
COLLANT,FEMME,SIGVARIS,24,26,37,45,54,67,114,L,0,75,NORMAL,SIGVARIS FEMME COLLANT TAILLE Normal L
COLLANT,FEMME,SIGVARIS,24,26,37,45,54,67,114,L,75,1000,LONG,SIGVARIS FEMME COLLANT TAILLE Long L
COLLANT,FEMME,SIGVARIS,26,29,40,48,56,69,121,XL,0,75,NORMAL,SIGVARIS FEMME COLLANT TAILLE Normal XL
COLLANT,FEMME,SIGVARIS,26,29,40,48,56,69,121,XL,75,1000,LONG,SIGVARIS FEMME COLLANT TAILLE Long XL
COLLANT,FEMME,SIGVARIS,19,22,34,42,58,68,100,S,0,75,NORMAL,SIGVARIS FEMME COLLANT TAILLE Normal S Morpho +
COLLANT,FEMME,SIGVARIS,19,22,34,42,58,68,100,S,75,1000,LONG,SIGVARIS FEMME COLLANT TAILLE Long S Morpho +
COLLANT,FEMME,SIGVARIS,22,24,37,45,62,72,107,M,0,75,NORMAL,SIGVARIS FEMME COLLANT TAILLE Normal M Morpho +
COLLANT,FEMME,SIGVARIS,22,24,37,45,62,72,107,M,75,1000,LONG,SIGVARIS FEMME COLLANT TAILLE Long M Morpho +
COLLANT,FEMME,SIGVARIS,24,26,41,49,67,77,114,L,0,75,NORMAL,SIGVARIS FEMME COLLANT TAILLE Normal L Morpho +
COLLANT,FEMME,SIGVARIS,24,26,41,49,67,77,114,L,75,1000,LONG,SIGVARIS FEMME COLLANT TAILLE Long L Morpho +
COLLANT,FEMME,SIGVARIS,26,29,44,52,69,79,121,XL,0,75,NORMAL,SIGVARIS FEMME COLLANT TAILLE Normal XL Morpho +
COLLANT,FEMME,SIGVARIS,26,29,44,52,69,79,121,XL,75,1000,LONG,SIGVARIS FEMME COLLANT TAILLE Long XL Morpho +
COLLANT,FEMME,DYNAVEN,19,22,32,38,47,61,105,S,0,75,NORMAL,DYNAVEN FEMME COLLANT TAILLE Normal S
COLLANT,FEMME,DYNAVEN,19,22,32,38,47,61,105,S,75,1000,LONG,DYNAVEN FEMME COLLANT TAILLE Long S
COLLANT,FEMME,DYNAVEN,22,24,35,41,50,64,115,M,0,75,NORMAL,DYNAVEN FEMME COLLANT TAILLE Normal M
COLLANT,FEMME,DYNAVEN,22,24,35,41,50,64,115,M,75,1000,LONG,DYNAVEN FEMME COLLANT TAILLE Long M
COLLANT,FEMME,DYNAVEN,24,26,38,44,53,68,125,L,0,75,NORMAL,DYNAVEN FEMME COLLANT TAILLE Normal L
COLLANT,FEMME,DYNAVEN,24,26,38,44,53,68,125,L,75,1000,LONG,DYNAVEN FEMME COLLANT TAILLE Long L
COLLANT,FEMME,DYNAVEN,26,29,41,47,55,70,125,XL,0,75,NORMAL,DYNAVEN FEMME COLLANT TAILLE Normal XL
COLLANT,FEMME,DYNAVEN,26,29,41,47,55,70,125,XL,75,1000,LONG,DYNAVEN FEMME COLLANT TAILLE Long XL
COLLANT,FEMME,ACTYS-LEGGER,18,"21,5",30,37,44,58,-,T1,0,72,NORMAL,ACTYS-LEGGER FEMME COLLANT TAILLE Normal T1
COLLANT,FEMME,ACTYS-LEGGER,18,"21,5",30,37,44,58,-,T1,72,1000,LONG,ACTYS-LEGGER FEMME COLLANT TAILLE Long T1
COLLANT,FEMME,ACTYS-LEGGER,"21,5","23,5",34,40,50,64,-,T2,0,72,NORMAL,ACTYS-LEGGER FEMME COLLANT TAILLE Normal T2
COLLANT,FEMME,ACTYS-LEGGER,"21,5","23,5",34,40,50,64,-,T2,72,1000,LONG,ACTYS-LEGGER FEMME COLLANT TAILLE Long T2
COLLANT,FEMME,ACTYS-LEGGER,"23,5","25,5",37,45,54,68,-,T3,0,72,NORMAL,ACTYS-LEGGER FEMME COLLANT TAILLE Normal T3
COLLANT,FEMME,ACTYS-LEGGER,"23,5","25,5",37,45,54,68,-,T3,72,1000,LONG,ACTYS-LEGGER FEMME COLLANT TAILLE Long T3
COLLANT,FEMME,ACTYS-LEGGER,"25,5",29,40,47,58,72,-,T4,0,72,NORMAL,ACTYS-LEGGER FEMME COLLANT TAILLE Normal T4
COLLANT,FEMME,ACTYS-LEGGER,"25,5",29,40,47,58,72,-,T4,72,1000,LONG,ACTYS-LEGGER FEMME COLLANT TAILLE Long T4
COLLANT,FEMME,SMARTLEG,16,19,28,36,43,57,120,T0,"69,1",77,NORMAL,SMARTLEG FEMME COLLANT TAILLE Normal T0
COLLANT,FEMME,SMARTLEG,16,19,28,36,43,57,120,T0,0,69,COURT,SMARTLEG FEMME COLLANT TAILLE Court T0
COLLANT,FEMME,SMARTLEG,16,19,28,36,43,57,120,T0,77,1000,LONG,SMARTLEG FEMME COLLANT TAILLE Long T0
COLLANT,FEMME,SMARTLEG,19,22,26,34,40,54,110,T1,"69,1",77,NORMAL,SMARTLEG FEMME COLLANT TAILLE Normal T1
COLLANT,FEMME,SMARTLEG,19,22,26,34,40,54,110,T1,0,69,COURT,SMARTLEG FEMME COLLANT TAILLE Court T1
COLLANT,FEMME,SMARTLEG,19,22,26,34,40,54,110,T1,77,1000,LONG,SMARTLEG FEMME COLLANT TAILLE Long T1
COLLANT,FEMME,SMARTLEG,22,25,30,38,45,59,120,T2,"69,1",77,NORMAL,SMARTLEG FEMME COLLANT TAILLE Normal T2
COLLANT,FEMME,SMARTLEG,22,25,30,38,45,59,120,T2,0,69,COURT,SMARTLEG FEMME COLLANT TAILLE Court T2
COLLANT,FEMME,SMARTLEG,22,25,30,38,45,59,120,T2,77,1000,LONG,SMARTLEG FEMME COLLANT TAILLE Long T2
COLLANT,FEMME,SMARTLEG,25,28,34,42,51,65,130,T3,"69,1",77,NORMAL,SMARTLEG FEMME COLLANT TAILLE Normal T3
COLLANT,FEMME,SMARTLEG,25,28,34,42,51,65,130,T3,0,69,COURT,SMARTLEG FEMME COLLANT TAILLE Court T3
COLLANT,FEMME,SMARTLEG,25,28,34,42,51,65,130,T3,77,1000,LONG,SMARTLEG FEMME COLLANT TAILLE Long T3
COLLANT,FEMME,SMARTLEG,28,31,40,48,60,74,150,T4,"69,1",77,NORMAL,SMARTLEG FEMME COLLANT TAILLE Normal T4
COLLANT,FEMME,SMARTLEG,28,31,40,48,60,74,150,T4,0,69,COURT,SMARTLEG FEMME COLLANT TAILLE Court T4
COLLANT,FEMME,SMARTLEG,28,31,40,48,60,74,150,T4,77,1000,LONG,SMARTLEG FEMME COLLANT TAILLE Long T4
COLLANT,FEMME,SMARTLEG,19,22,34,42,54,66,130,T1,"69,1",77,NORMAL,SMARTLEG FEMME COLLANT TAILLE Normal T1 Morpho+
COLLANT,FEMME,SMARTLEG,19,22,34,42,54,66,130,T1,0,69,COURT,SMARTLEG FEMME COLLANT TAILLE Court T1 Morpho+
COLLANT,FEMME,SMARTLEG,19,22,34,42,54,66,130,T1,77,1000,LONG,SMARTLEG FEMME COLLANT TAILLE Long T1 Morpho+
COLLANT,FEMME,SMARTLEG,22,25,38,46,59,71,135,T2,"69,1",77,NORMAL,SMARTLEG FEMME COLLANT TAILLE Normal T2 Morpho+
COLLANT,FEMME,SMARTLEG,22,25,38,46,59,71,135,T2,0,69,COURT,SMARTLEG FEMME COLLANT TAILLE Court T2 Morpho+
COLLANT,FEMME,SMARTLEG,22,25,38,46,59,71,135,T2,77,1000,LONG,SMARTLEG FEMME COLLANT TAILLE Long T2 Morpho+
COLLANT,FEMME,SMARTLEG,25,28,42,50,65,77,155,T3,"69,1",77,NORMAL,SMARTLEG FEMME COLLANT TAILLE Normal T3 Morpho+
COLLANT,FEMME,SMARTLEG,25,28,42,50,65,77,155,T3,0,69,COURT,SMARTLEG FEMME COLLANT TAILLE Court T3 Morpho+
COLLANT,FEMME,SMARTLEG,25,28,42,50,65,77,155,T3,77,1000,LONG,SMARTLEG FEMME COLLANT TAILLE Long T3 Morpho+
COLLANT,FEMME,RADIANTE,18,"21,5",26,36,44,53,120,T1,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T1
COLLANT,FEMME,RADIANTE,18,"21,5",26,36,44,53,120,T1,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T1
COLLANT,FEMME,RADIANTE,18,"21,5",26,36,44,53,120,T1,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T1
COLLANT,FEMME,RADIANTE,22,"24,5",29,40,47,58,120,T2,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T2
COLLANT,FEMME,RADIANTE,22,"24,5",29,40,47,58,120,T2,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T2
COLLANT,FEMME,RADIANTE,22,"24,5",29,40,47,58,120,T2,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T2
COLLANT,FEMME,RADIANTE,25,"26,5",33,44,52,63,140,T3,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T3
COLLANT,FEMME,RADIANTE,25,"26,5",33,44,52,63,140,T3,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T3
COLLANT,FEMME,RADIANTE,25,"26,5",33,44,52,63,140,T3,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T3
COLLANT,FEMME,RADIANTE,27,"30,5",37,48,57,68,140,T4,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T4
COLLANT,FEMME,RADIANTE,27,"30,5",37,48,57,68,140,T4,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T4
COLLANT,FEMME,RADIANTE,27,"30,5",37,48,57,68,140,T4,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T4
COLLANT,FEMME,RADIANTE,31,34,41,48,63,70,140,T5,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T5
COLLANT,FEMME,RADIANTE,31,34,41,48,63,70,140,T5,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T5
COLLANT,FEMME,RADIANTE,31,34,41,48,63,70,140,T5,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T5
COLLANT,FEMME,RADIANTE,18,"21,5",18,"21,5",41,43,120,T1,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T1 Morpho-
COLLANT,FEMME,RADIANTE,18,"21,5",18,"21,5",41,43,120,T1,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T1 Morpho-
COLLANT,FEMME,RADIANTE,18,"21,5",18,"21,5",41,43,120,T1,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T1 Morpho-
COLLANT,FEMME,RADIANTE,22,"24,5",22,"24,5",43,58,120,T2,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T2 Morpho-
COLLANT,FEMME,RADIANTE,22,"24,5",22,"24,5",43,58,120,T2,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T2 Morpho-
COLLANT,FEMME,RADIANTE,22,"24,5",22,"24,5",43,58,120,T2,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T2 Morpho-
COLLANT,FEMME,RADIANTE,25,"26,5",25,"26,5",46,63,140,T3,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T3 Morpho-
COLLANT,FEMME,RADIANTE,25,"26,5",25,"26,5",46,63,140,T3,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T3 Morpho-
COLLANT,FEMME,RADIANTE,25,"26,5",25,"26,5",46,63,140,T3,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T3 Morpho-
COLLANT,FEMME,RADIANTE,27,"30,5",27,"30,5",49,68,140,T4,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T4 Morpho-
COLLANT,FEMME,RADIANTE,27,"30,5",27,"30,5",49,68,140,T4,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T4 Morpho-
COLLANT,FEMME,RADIANTE,27,"30,5",27,"30,5",49,68,140,T4,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T4 Morpho-
COLLANT,FEMME,RADIANTE,31,34,31,34,54,70,140,T5,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T5 Morpho-
COLLANT,FEMME,RADIANTE,31,34,31,34,54,70,140,T5,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T5 Morpho-
COLLANT,FEMME,RADIANTE,31,34,31,34,54,70,140,T5,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T5 Morpho-
COLLANT,FEMME,RADIANTE,18,"21,5",18,"21,5",54,59,120,T1,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T1 Morpho+
COLLANT,FEMME,RADIANTE,18,"21,5",18,"21,5",54,59,120,T1,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T1 Morpho+
COLLANT,FEMME,RADIANTE,18,"21,5",18,"21,5",54,59,120,T1,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T1 Morpho+
COLLANT,FEMME,RADIANTE,22,"24,5",22,"24,5",59,64,120,T2,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T2 Morpho+
COLLANT,FEMME,RADIANTE,22,"24,5",22,"24,5",59,64,120,T2,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T2 Morpho+
COLLANT,FEMME,RADIANTE,22,"24,5",22,"24,5",59,64,120,T2,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T2 Morpho+
COLLANT,FEMME,RADIANTE,25,"26,5",25,"26,5",64,69,140,T3,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T3 Morpho+
COLLANT,FEMME,RADIANTE,25,"26,5",25,"26,5",64,69,140,T3,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T3 Morpho+
COLLANT,FEMME,RADIANTE,25,"26,5",25,"26,5",64,69,140,T3,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T3 Morpho+
COLLANT,FEMME,RADIANTE,27,"30,5",27,"30,5",69,70,140,T4,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T4 Morpho+
COLLANT,FEMME,RADIANTE,27,"30,5",27,"30,5",69,70,140,T4,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T4 Morpho+
COLLANT,FEMME,RADIANTE,27,"30,5",27,"30,5",69,70,140,T4,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T4 Morpho+
COLLANT,FEMME,RADIANTE,31,34,31,34,71,72,140,T5,0,64,COURT,RADIANTE FEMME COLLANT TAILLE Court T5 Morpho+
COLLANT,FEMME,RADIANTE,31,34,31,34,71,72,140,T5,69,78,NORMAL,RADIANTE FEMME COLLANT TAILLE Normal T5 Morpho+
COLLANT,FEMME,RADIANTE,31,34,31,34,71,72,140,T5,86,1000,LONG,RADIANTE FEMME COLLANT TAILLE Long T5 Morpho+
COLLANT,FEMME,JOBST,15,18,26,31,38,43,120,T0,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T0
COLLANT,FEMME,JOBST,15,18,26,31,38,43,120,T0,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T0
COLLANT,FEMME,JOBST,18,20,28,34,43,48,120,T1,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T1
COLLANT,FEMME,JOBST,18,20,28,34,43,48,120,T1,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T1
COLLANT,FEMME,JOBST,20,22,30,37,45,52,140,T2,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T2
COLLANT,FEMME,JOBST,20,22,30,37,45,52,140,T2,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T2
COLLANT,FEMME,JOBST,22,24,33,40,49,56,140,T3,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T3
COLLANT,FEMME,JOBST,22,24,33,40,49,56,140,T3,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T3
COLLANT,FEMME,JOBST,24,26,35,43,53,60,140,T4,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T4
COLLANT,FEMME,JOBST,24,26,35,43,53,60,140,T4,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T4
COLLANT,FEMME,JOBST,26,28,37,46,56,64,140,T5,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T5
COLLANT,FEMME,JOBST,26,28,37,46,56,64,140,T5,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T5
COLLANT,FEMME,JOBST,26,28,39,49,60,68,140,T6,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T6
COLLANT,FEMME,JOBST,26,28,39,49,60,68,140,T6,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T6
COLLANT,FEMME,JOBST,18,20,26,27,36,42,120,T1,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T1 Morpho-
COLLANT,FEMME,JOBST,18,20,26,27,36,42,120,T1,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T1 Morpho-
COLLANT,FEMME,JOBST,20,22,28,29,38,44,120,T2,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T2 Morpho-
COLLANT,FEMME,JOBST,20,22,28,29,38,44,120,T2,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T2 Morpho-
