DISPOSITIF,SEXE,MARQUE,CHEVILLE MIN,CHEVILLE MAX,MOLLET MIN,MOLLET MAX,CUISSE MIN,CUISSE MAX,HANCHE MAX,TAILLE,HAUTEUR MIN,HAUTEUR MAX,HAUTEUR,DENOMINATION
COLLANT,FEMME,JOBST,22,24,30,32,43,48,140,T3,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T3 Morpho-
COLLANT,FEMME,JOBST,22,24,30,32,43,48,140,T3,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T3 Morpho-
COLLANT,FEMME,JOBST,24,26,33,34,45,52,140,T4,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T4 Morpho-
COLLANT,FEMME,JOBST,24,26,33,34,45,52,140,T4,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T4 Morpho-
COLLANT,FEMME,JOBST,26,28,35,36,49,55,140,T5,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T5 Morpho-
COLLANT,FEMME,JOBST,26,28,35,36,49,55,140,T5,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T5 Morpho-
COLLANT,FEMME,JOBST,26,28,37,38,53,59,140,T6,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T6 Morpho-
COLLANT,FEMME,JOBST,26,28,37,38,53,59,140,T6,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T6 Morpho-
COLLANT,FEMME,JOBST,18,20,35,37,49,57,120,T1,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T1 Morpho+
COLLANT,FEMME,JOBST,18,20,35,37,49,57,120,T1,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T1 Morpho+
COLLANT,FEMME,JOBST,20,22,38,40,53,62,120,T2,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T2 Morpho+
COLLANT,FEMME,JOBST,20,22,38,40,53,62,120,T2,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T2 Morpho+
COLLANT,FEMME,JOBST,22,24,41,43,57,67,140,T3,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T3 Morpho+
COLLANT,FEMME,JOBST,22,24,41,43,57,67,140,T3,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T3 Morpho+
COLLANT,FEMME,JOBST,24,26,44,46,61,72,140,T4,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T4 Morpho+
COLLANT,FEMME,JOBST,24,26,44,46,61,72,140,T4,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T4 Morpho+
COLLANT,FEMME,JOBST,26,28,47,49,65,77,140,T5,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T5 Morpho+
COLLANT,FEMME,JOBST,26,28,47,49,65,77,140,T5,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T5 Morpho+
COLLANT,FEMME,JOBST,26,28,50,52,69,81,140,T6,0,71,NORMAL,JOBST FEMME COLLANT TAILLE Normal T6 Morpho+
COLLANT,FEMME,JOBST,26,28,50,52,69,81,140,T6,71,1000,LONG,JOBST FEMME COLLANT TAILLE Long T6 Morpho+
COLLANT,FEMME,THUASNE,16,19,28,33,42,52,120,T0,0,74,NORMAL,THUASNE FEMME COLLANT TAILLE Normal T0
COLLANT,FEMME,THUASNE,16,19,28,33,42,52,120,T0,74,1000,LONG,THUASNE FEMME COLLANT TAILLE Long T0
COLLANT,FEMME,THUASNE,19,21,30,35,45,54,128,T1,0,74,NORMAL,THUASNE FEMME COLLANT TAILLE Normal T1
COLLANT,FEMME,THUASNE,19,21,30,35,45,54,128,T1,74,1000,LONG,THUASNE FEMME COLLANT TAILLE Long T1
COLLANT,FEMME,THUASNE,21,24,32,38,50,59,133,T2,0,74,NORMAL,THUASNE FEMME COLLANT TAILLE Normal T2
COLLANT,FEMME,THUASNE,21,24,32,38,50,59,133,T2,74,1000,LONG,THUASNE FEMME COLLANT TAILLE Long T2
COLLANT,FEMME,THUASNE,24,26,34,42,56,66,145,T3,0,74,NORMAL,THUASNE FEMME COLLANT TAILLE Normal T3
COLLANT,FEMME,THUASNE,24,26,34,42,56,66,145,T3,74,1000,LONG,THUASNE FEMME COLLANT TAILLE Long T3
COLLANT,FEMME,THUASNE,26,29,37,46,58,69,154,T4,0,74,NORMAL,THUASNE FEMME COLLANT TAILLE Normal T4
COLLANT,FEMME,THUASNE,26,29,37,46,58,69,154,T4,74,1000,LONG,THUASNE FEMME COLLANT TAILLE Long T4
COLLANT,FEMME,THUASNE,29,31,43,49,63,74,162,T5,0,74,NORMAL,THUASNE FEMME COLLANT TAILLE Normal T5
COLLANT,FEMME,THUASNE,29,31,43,49,63,74,162,T5,74,1000,LONG,THUASNE FEMME COLLANT TAILLE Long T5
COLLANT,HOMME,THUASNE,19,21,30,35,45,54,128,T1,0,78,NORMAL,THUASNE HOMME COLLANT TAILLE Normal T1
COLLANT,HOMME,THUASNE,19,21,30,35,45,54,128,T1,78,1000,LONG,THUASNE HOMME COLLANT TAILLE Long T1
COLLANT,HOMME,THUASNE,21,24,32,38,50,59,133,T2,0,78,NORMAL,THUASNE HOMME COLLANT TAILLE Normal T2
COLLANT,HOMME,THUASNE,21,24,32,38,50,59,133,T2,78,1000,LONG,THUASNE HOMME COLLANT TAILLE Long T2
COLLANT,HOMME,THUASNE,24,26,34,42,56,66,145,T3,0,78,NORMAL,THUASNE HOMME COLLANT TAILLE Normal T3
COLLANT,HOMME,THUASNE,24,26,34,42,56,66,145,T3,78,1000,LONG,THUASNE HOMME COLLANT TAILLE Long T3
COLLANT,HOMME,THUASNE,26,29,37,46,58,69,154,T4,0,78,NORMAL,THUASNE HOMME COLLANT TAILLE Normal T4
COLLANT,HOMME,THUASNE,26,29,37,46,58,69,154,T4,78,1000,LONG,THUASNE HOMME  COLLANT TAILLE Long T4
COLLANT,HOMME,THUASNE,29,31,43,49,63,74,162,T5,0,78,NORMAL,THUASNE HOMME COLLANT TAILLE Normal T5
COLLANT,HOMME,THUASNE,29,31,43,49,63,74,162,T5,78,1000,LONG,THUASNE HOMME COLLANT TAILLE Long T5
CHAUSSETTES,FEMME,DYNAVEN,19,22,38,46,-,-,-,S,0,40,NORMAL,DYNAVEN FEMME CHAUSSETTES TAILLE Normal S Morpho +
CHAUSSETTES,FEMME,DYNAVEN,19,22,38,46,-,-,-,S,40,1000,LONG,DYNAVEN FEMME CHAUSSETTES TAILLE Long S Morpho +
CHAUSSETTES,FEMME,DYNAVEN,22,27,41,49,-,-,-,M,0,40,NORMAL,DYNAVEN FEMME CHAUSSETTES TAILLE Normal M Morpho +
CHAUSSETTES,FEMME,DYNAVEN,22,27,41,49,-,-,-,M,40,1000,LONG,DYNAVEN FEMME CHAUSSETTES TAILLE Long M Morpho +
CHAUSSETTES,FEMME,DYNAVEN,24,26,44,52,-,-,-,L,0,40,NORMAL,DYNAVEN FEMME CHAUSSETTES TAILLE Normal L Morpho +
CHAUSSETTES,FEMME,DYNAVEN,24,26,44,52,-,-,-,L,40,1000,LONG,DYNAVEN FEMME CHAUSSETTES TAILLE Long L Morpho +
CHAUSSETTES,FEMME,DYNAVEN,26,29,47,55,-,-,-,XL,0,40,NORMAL,DYNAVEN FEMME CHAUSSETTES TAILLE Normal XL Morpho +
CHAUSSETTES,FEMME,DYNAVEN,26,29,47,55,-,-,-,XL,40,1000,LONG,DYNAVEN FEMME CHAUSSETTES TAILLE Long XL Morpho +
CHAUSSETTES,FEMME,DYNAVEN,29,32,50,58,-,-,-,XXL,0,40,NORMAL,DYNAVEN FEMME CHAUSSETTES TAILLE Normal XXL Morpho +
CHAUSSETTES,FEMME,DYNAVEN,29,32,50,58,-,-,-,XXL,40,1000,LONG,DYNAVEN FEMME CHAUSSETTES TAILLE Long XXL Morpho +
BAS,HOMME,DYNAVEN,19,22,24,32,36,46,-,S,0,79,NORMAL,DYNAVEN HOMME BAS TAILLE Normal S Morpho -
BAS,HOMME,DYNAVEN,19,22,24,32,36,46,-,S,79,1000,LONG,DYNAVEN HOMME BAS TAILLE Long S Morpho -
BAS,HOMME,DYNAVEN,22,24,27,35,40,50,-,M,0,79,NORMAL,DYNAVEN HOMME BAS TAILLE Normal M Morpho -
BAS,HOMME,DYNAVEN,22,24,27,35,40,50,-,M,79,1000,LONG,DYNAVEN HOMME BAS TAILLE Long M Morpho -
BAS,HOMME,DYNAVEN,24,26,30,38,44,54,-,L,0,79,NORMAL,DYNAVEN HOMME BAS TAILLE Normal L Morpho -
BAS,HOMME,DYNAVEN,24,26,30,38,44,54,-,L,79,1000,LONG,DYNAVEN HOMME BAS TAILLE Long L Morpho -
BAS,HOMME,DYNAVEN,26,29,33,41,48,58,-,XL,0,79,NORMAL,DYNAVEN HOMME BAS TAILLE Normal XL Morpho -
BAS,HOMME,DYNAVEN,26,29,33,41,48,58,-,XL,79,1000,LONG,DYNAVEN HOMME BAS TAILLE Long XL Morpho -
BAS ATH,HOMME,RADIANTE,18,"21,5",-,-,44,53,-,T1,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T1 : 4042809472936
BAS ATH,HOMME,RADIANTE,18,"21,5",-,-,44,53,-,T1,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T1 : 4042809472882
BAS ATH,HOMME,RADIANTE,18,"21,5",-,-,44,53,-,T1,79,1000,LONG,RADIANTE  BAS ATH TAILLE LONG T1 : 4042809472837
BAS ATH,HOMME,RADIANTE,22,"24,5",-,-,47,58,-,T2,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T2 :4042809472929
BAS ATH,HOMME,RADIANTE,22,"24,5",-,-,47,58,-,T2,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T2 : 4042809472875
BAS ATH,HOMME,RADIANTE,22,"24,5",-,-,47,58,-,T2,79,1000,LONG,RADIANTE BAS ATH TAILLE LONG T2 : 4042809472820
BAS ATH,HOMME,RADIANTE,25,"26,5",-,-,52,63,-,T3,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T3  : 4042809472912
BAS ATH,HOMME,RADIANTE,25,"26,5",-,-,52,63,-,T3,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T3 : 4042809472868
BAS ATH,HOMME,RADIANTE,25,"26,5",-,-,52,63,-,T3,79,1000,LONG,RADIANTE BAS ATH TAILLE LONG T3 : 4042809472813
BAS ATH,HOMME,RADIANTE,27,"30,5",-,-,57,68,-,T4,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T4 : 4042809472905
BAS ATH,HOMME,RADIANTE,27,"30,5",-,-,57,68,-,T4,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T4 : 4042809472851
BAS ATH,HOMME,RADIANTE,27,"30,5",-,-,57,68,-,T4,79,1000,LONG,RADIANTE BAS ATH TAILLE LONG T4 : 4042809472806
BAS ATH,HOMME,RADIANTE,31,34,-,-,63,70,-,T5,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T5 : 4042809472899
BAS ATH,HOMME,RADIANTE,31,34,-,-,63,70,-,T5,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T5 : 4042809472844
BAS ATH,HOMME,RADIANTE,31,34,-,-,63,70,-,T5,79,1000,LONG,RADIANTE BAS ATH TAILLE LONG T5 : 4042809007725
BAS ATH,FEMME,RADIANTE,18,"21,5",-,-,44,53,-,T1,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T1 : 4042809472936
BAS ATH,FEMME,RADIANTE,18,"21,5",-,-,44,53,-,T1,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T1 : 4042809472882
BAS ATH,FEMME,RADIANTE,18,"21,5",-,-,44,53,-,T1,79,1000,LONG,RADIANTE  BAS ATH TAILLE LONG T1 : 4042809472837
BAS ATH,FEMME,RADIANTE,22,"24,5",-,-,47,58,-,T2,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T2 :4042809472929
BAS ATH,FEMME,RADIANTE,22,"24,5",-,-,47,58,-,T2,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T2 : 4042809472875
BAS ATH,FEMME,RADIANTE,22,"24,5",-,-,47,58,-,T2,79,1000,LONG,RADIANTE BAS ATH TAILLE LONG T2 : 4042809472820
BAS ATH,FEMME,RADIANTE,25,"26,5",-,-,52,63,-,T3,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T3  : 4042809472912
BAS ATH,FEMME,RADIANTE,25,"26,5",-,-,52,63,-,T3,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T3 : 4042809472868
BAS ATH,FEMME,RADIANTE,25,"26,5",-,-,52,63,-,T3,79,1000,LONG,RADIANTE BAS ATH TAILLE LONG T3 : 4042809472813
BAS ATH,FEMME,RADIANTE,27,"30,5",-,-,57,68,-,T4,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T4 : 4042809472905
BAS ATH,FEMME,RADIANTE,27,"30,5",-,-,57,68,-,T4,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T4 : 4042809472851
BAS ATH,FEMME,RADIANTE,27,"30,5",-,-,57,68,-,T4,79,1000,LONG,RADIANTE BAS ATH TAILLE LONG T4 : 4042809472806
BAS ATH,FEMME,RADIANTE,31,34,-,-,63,70,-,T5,0,68,COURT,RADIANTE BAS ATH TAILLE COURT T5 : 4042809472899
BAS ATH,FEMME,RADIANTE,31,34,-,-,63,70,-,T5,69,78,MOYEN,RADIANTE BAS ATH TAILLE MOYEN T5 : 4042809472844
BAS ATH,FEMME,RADIANTE,31,34,-,-,63,70,-,T5,79,1000,LONG,RADIANTE BAS ATH TAILLE LONG T5 : 4042809007725
BAS ATH,HOMME,SIGVARIS,17,20,29,36,45,60,-,T1,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T1 : 3611610073321
BAS ATH,HOMME,SIGVARIS,17,20,29,36,45,60,-,T1,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T1 : 3611610073376
BAS ATH,HOMME,SIGVARIS,17,20,29,36,45,60,-,T1,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T1 : 3611610073420
BAS ATH,HOMME,SIGVARIS,20,23,32,39,48,63,-,T2,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T2 : 3611610073338
BAS ATH,HOMME,SIGVARIS,20,23,32,39,48,63,-,T2,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T2 : 3611610073383
BAS ATH,HOMME,SIGVARIS,20,23,32,39,48,63,-,T2,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T2 : 3611610073437
BAS ATH,HOMME,SIGVARIS,23,26,36,43,54,69,-,T3,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T3  : 3611610073345
BAS ATH,HOMME,SIGVARIS,23,26,36,43,54,69,-,T3,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T3 : 3611610073390
BAS ATH,HOMME,SIGVARIS,23,26,36,43,54,69,-,T3,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T3 : 3611610073444
BAS ATH,HOMME,SIGVARIS,26,29,40,47,58,73,-,T4,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T4 : 3611610073352
BAS ATH,HOMME,SIGVARIS,26,29,40,47,58,73,-,T4,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T4 : 3611610073406
BAS ATH,HOMME,SIGVARIS,26,29,40,47,58,73,-,T4,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T4 : 3611610073451
BAS ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T5 : 3611610073369
BAS ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T5 : 3611610073413
BAS ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T5 : 3611610073468
BAS ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T1 : 3611610073321
BAS ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T1 : 3611610073376
BAS ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T1 : 3611610073420
BAS ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T2 : 3611610073338
BAS ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T2 : 3611610073383
BAS ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T2 : 3611610073437
BAS ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T3  : 3611610073345
BAS ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T3 : 3611610073390
BAS ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T3 : 3611610073444
BAS ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T4 : 3611610073352
BAS ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T4 : 3611610073406
BAS ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T4 : 3611610073451
BAS ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,0,72,COURT,SIGVATIS BAS ATH TAILLE COURT T5 : 3611610073369
BAS ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,72,80,NORMAL,SIGVATIS BAS ATH TAILLE NORMAL T5 : 3611610073413
BAS ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,80,1000,LONG,SIGVATIS BAS ATH TAILLE LONG T5 : 3611610073468
CHAU7 ATH,HOMME,SIGVARIS,17,20,29,36,45,60,-,T1,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T1 : 3611610073178
CHAU7 ATH,HOMME,SIGVARIS,17,20,29,36,45,60,-,T1,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T1 : 3611610073222
CHAU7 ATH,HOMME,SIGVARIS,17,20,29,36,45,60,-,T1,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T1 : 3611610073277
CHAU7 ATH,HOMME,SIGVARIS,20,23,32,39,48,63,-,T2,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T2 : 3611610073185
CHAU7 ATH,HOMME,SIGVARIS,20,23,32,39,48,63,-,T2,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T2 : 3611610073239
CHAU7 ATH,HOMME,SIGVARIS,20,23,32,39,48,63,-,T2,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T2 : 3611610073284
CHAU7 ATH,HOMME,SIGVARIS,23,26,36,43,54,69,-,T3,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T3  : 3611610073192
CHAU7 ATH,HOMME,SIGVARIS,23,26,36,43,54,69,-,T3,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T3 : 3611610073246
CHAU7 ATH,HOMME,SIGVARIS,23,26,36,43,54,69,-,T3,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T3 : 3611610073291
CHAU7 ATH,HOMME,SIGVARIS,26,29,40,47,58,73,-,T4,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T4 : 3611610073208
CHAU7 ATH,HOMME,SIGVARIS,26,29,40,47,58,73,-,T4,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T4 : 3611610073253
CHAU7 ATH,HOMME,SIGVARIS,26,29,40,47,58,73,-,T4,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T4 : 3611610073307
CHAU7 ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T5 : 3611610073215
CHAU7 ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T5 : 3611610073260
CHAU7 ATH,HOMME,SIGVARIS,29,32,44,51,62,77,-,T5,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T5 : 3611610073314
CHAU7 ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T1 : 3611610073178
CHAU7 ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T1 : 3611610073222
CHAU7 ATH,FEMME,SIGVARIS,17,20,29,36,45,60,-,T1,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T1 : 3611610073277
CHAU7 ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T2 : 3611610073185
CHAU7 ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T2 : 3611610073239
CHAU7 ATH,FEMME,SIGVARIS,20,23,32,39,48,63,-,T2,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T2 : 3611610073284
CHAU7 ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T3  : 3611610073192
CHAU7 ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T3 : 3611610073246
CHAU7 ATH,FEMME,SIGVARIS,23,26,36,43,54,69,-,T3,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T3 : 3611610073291
CHAU7 ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T4 : 3611610073208
CHAU7 ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T4 : 3611610073253
CHAU7 ATH,FEMME,SIGVARIS,26,29,40,47,58,73,-,T4,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T4 : 3611610073307
CHAU7 ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,0,39,COURT,SIGVATIS CHAU7 ATH TAILLE COURT T5 : 3611610073215
CHAU7 ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,39,44,NORMAL,SIGVATIS CHAU7 ATH TAILLE NORMAL T5 : 3611610073260
CHAU7 ATH,FEMME,SIGVARIS,29,32,44,51,62,77,-,T5,44,1000,LONG,SIGVATIS CHAU7 ATH TAILLE LONG T5 : 3611610073314